x,y
1159,3
1160,4
1161,3
1162,3
1163,3
1164,2
1165,2
1166,2
1167,2
1168,2
1169,0
1170,2
1171,2
1172,3
1173,3
1174,2
1175,2
1176,1
1177,1
1178,0
1179,1
1180,1
1181,3
1182,1
1183,1
1184,1
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,2
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
