x,y
1061,11
1062,11
1063,10
1064,11
1065,14
1066,11
1067,11
1068,11
1069,9
1070,11
1071,10
1072,11
1073,14
1074,11
1075,11
1076,9
1077,11
1078,13
1079,11
1080,11
1081,11
1082,11
1083,11
1084,11
1085,11
1086,10
1087,11
1088,11
1089,11
1090,12
1091,10
1092,10
1093,8
1094,10
1095,10
1096,10
1097,12
1098,10
1099,10
1100,10
1101,10
1102,7
1103,10
1104,10
1105,11
1106,9
1107,6
1108,9
1109,9
1110,9
1111,9
1112,9
1113,9
1114,12
1115,9
1116,6
1117,10
1118,9
1119,9
1120,8
1121,9
1122,5
1123,7
1124,11
1125,8
1126,8
1127,8
1128,8
1129,9
1130,8
1131,7
1132,6
1133,8
1134,7
1135,7
1136,7
1137,7
1138,6
1139,7
1140,7
1141,6
1142,6
1143,5
1144,8
1145,6
1146,6
1147,6
1148,4
1149,6
1150,9
1151,5
1152,6
1153,7
1154,5
1155,8
1156,5
1157,5
1158,7
1159,4
1160,4
1161,4
1162,4
1163,4
1164,4
1165,4
1166,4
1167,5
1168,3
1169,3
1170,3
1171,3
1172,3
1173,3
1174,3
1175,5
1176,2
1177,2
1178,2
1179,2
1180,2
1181,2
1182,2
1183,2
1184,2
1185,0
1186,1
1187,0
1188,1
1189,1
1190,1
1191,1
1192,1
1193,2
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
