x,y
270,10
271,11
272,11
273,9
274,14
275,11
276,11
277,11
278,11
279,11
280,11
281,11
282,8
283,11
284,11
285,14
286,11
287,11
288,11
289,11
290,10
291,10
292,10
293,10
294,8
295,10
296,10
297,10
298,10
299,10
300,10
301,13
302,10
303,11
304,10
305,10
306,9
307,9
308,9
309,9
310,9
311,11
312,9
313,9
314,9
315,9
316,9
317,10
318,9
319,9
320,9
321,8
322,8
323,6
324,8
325,8
326,8
327,8
328,8
329,9
330,11
331,7
332,7
333,7
334,7
335,7
336,7
337,8
338,7
339,7
340,7
341,6
342,6
343,5
344,7
345,6
346,6
347,6
348,6
349,8
350,6
351,5
352,5
353,5
354,5
355,7
356,5
357,5
358,5
359,6
360,4
361,4
362,4
363,4
364,6
365,4
366,7
367,4
368,3
369,3
370,3
371,1
372,3
373,3
374,3
375,6
376,2
377,2
378,0
379,2
380,0
381,2
382,2
383,1
384,2
385,0
386,1
387,1
388,1
389,1
390,1
391,4
392,1
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,2
417,2
418,2
419,2
420,2
421,2
422,2
423,2
424,2
425,3
426,3
427,0
428,3
429,3
430,3
431,3
432,3
433,4
434,7
435,4
436,4
437,4
438,6
439,7
440,3
441,4
442,5
443,5
444,5
445,5
446,5
447,5
448,5
449,5
450,8
451,6
452,6
453,6
454,9
455,6
456,6
457,6
458,6
459,4
460,7
461,7
462,9
463,7
464,5
465,7
466,7
467,7
468,7
469,10
470,8
471,8
472,9
473,8
474,8
475,10
476,8
477,10
478,8
479,11
480,8
481,12
482,9
483,9
484,9
485,9
486,10
487,9
488,9
489,9
490,9
491,9
492,9
493,9
494,9
495,10
496,10
497,9
498,10
499,12
500,12
501,13
502,10
503,8
504,10
505,10
506,10
507,10
508,11
509,10
510,10
511,9
512,11
513,11
514,11
515,11
516,11
517,11
518,11
519,13
520,11
521,11
522,11
523,11
524,8
525,11
526,11
527,11
528,11
529,11
530,11
531,11
532,11
533,11
534,9
535,11
536,11
537,11
538,11
539,11
540,8
541,11
542,11
543,11
544,11
545,11
546,13
547,9
548,11
549,11
550,12
551,14
552,10
553,11
554,11
555,8
556,11
557,11
558,11
559,11
560,14
561,11
562,11
563,11
564,11
565,11
566,11
567,11
568,11
569,8
570,11
571,12
572,11
573,8
574,13
575,11
576,11
577,12
578,14
579,11
580,11
581,11
582,11
583,11
584,8
585,14
586,9
587,11
588,11
589,11
590,10
591,10
592,10
593,8
594,10
595,10
596,10
597,8
598,10
599,10
600,8
601,10
602,10
603,10
604,10
605,8
606,9
607,9
608,9
609,9
610,9
611,7
612,9
613,9
614,9
615,9
616,9
617,9
618,9
619,9
620,8
621,8
622,8
623,5
624,8
625,7
626,5
627,5
628,8
629,6
630,8
631,7
632,7
633,7
634,7
635,7
636,7
637,7
638,7
639,9
640,7
641,5
642,6
643,6
644,6
645,6
646,6
647,6
648,9
649,6
650,6
651,5
652,2
653,5
654,5
655,5
656,5
657,5
658,5
659,6
660,4
661,7
662,7
663,4
664,4
665,4
666,4
667,4
668,3
669,5
670,3
671,0
672,0
673,3
674,3
675,6
676,2
677,2
678,2
679,2
680,2
681,0
682,4
683,2
684,2
685,1
686,1
687,2
688,1
689,1
690,1
691,1
692,1
693,0
694,0
695,0
696,0
697,0
698,0
699,1
700,3
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,2
709,1
710,1
711,1
712,1
713,1
714,1
715,3
716,2
717,1
718,4
719,2
720,2
721,2
722,2
723,1
724,2
725,3
726,3
727,3
728,2
729,3
730,3
731,3
732,3
733,4
734,4
735,4
736,4
737,2
738,4
739,7
740,4
741,4
742,2
743,8
744,5
745,5
746,5
747,6
748,5
749,5
750,5
751,8
752,6
753,6
754,6
755,6
756,6
757,6
758,7
759,6
760,7
761,6
762,7
763,7
764,7
765,7
766,7
767,4
768,7
769,7
770,8
771,8
772,8
773,8
774,7
775,8
776,8
777,8
778,10
779,8
780,8
781,9
782,9
783,9
784,9
785,7
786,9
787,9
788,9
789,9
790,9
791,9
792,9
793,10
794,9
795,10
796,10
797,10
798,10
799,10
800,10
801,10
802,10
803,10
804,10
805,10
806,10
807,10
808,10
809,9
810,10
811,14
812,11
813,11
814,11
815,11
816,11
817,11
818,13
819,11
820,11
821,10
822,11
823,11
824,12
825,11
826,11
827,11
828,11
829,11
830,11
831,11
832,11
833,11
834,11
835,11
836,13
837,11
838,11
839,9
840,11
841,11
842,11
843,11
844,14
845,11
846,10
847,11
848,12
849,11
850,13
851,11
852,11
853,11
854,9
855,11
856,9
857,13
858,11
859,11
860,14
861,11
862,11
863,11
864,13
865,11
866,11
867,11
868,11
869,11
870,11
871,12
872,11
873,11
874,10
875,11
876,11
877,13
878,11
879,11
880,11
881,11
882,11
883,13
884,11
885,11
886,11
887,11
888,11
889,14
890,10
891,10
892,10
893,10
894,11
895,10
896,9
897,12
898,13
899,10
900,10
901,10
902,10
903,11
904,10
905,10
906,8
907,9
908,7
909,9
910,9
911,9
912,9
913,12
914,9
915,7
916,9
917,9
918,9
919,9
920,8
921,8
922,8
923,8
924,8
925,8
926,8
927,8
928,9
929,11
930,8
931,7
932,6
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,6
942,9
943,9
944,6
945,6
946,6
947,6
948,6
949,4
950,6
951,5
952,5
953,5
954,5
955,5
956,5
957,3
958,3
959,4
960,6
961,4
962,4
963,4
964,4
965,4
966,4
967,4
968,2
969,0
970,3
971,3
972,3
973,2
974,0
975,4
976,2
977,2
978,2
979,2
980,2
981,4
982,2
983,2
984,2
985,2
986,1
987,1
988,1
989,0
990,1
991,1
992,0
993,0
994,0
995,0
996,0
997,0
998,2
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,1
1009,1
1010,2
1011,1
1012,1
1013,0
1014,1
1015,1
1016,2
1017,0
1018,2
1019,0
1020,2
1021,2
1022,2
1023,2
1024,2
1025,3
1026,3
1027,3
1028,3
1029,3
1030,2
1031,3
1032,1
1033,4
1034,4
1035,4
1036,4
1037,4
1038,4
1039,4
1040,4
1041,4
1042,5
1043,4
1044,5
1045,2
1046,5
1047,5
1048,5
1049,8
1050,5
1051,6
1052,6
1053,6
1054,6
1055,9
1056,6
1057,9
1058,6
1059,5
1060,7
1061,7
1062,7
1063,7
1064,7
1065,7
1066,10
1067,7
1068,7
1069,7
1070,11
1071,8
1072,8
1073,8
1074,8
1075,10
1076,6
1077,10
1078,7
1079,11
1080,8
1081,9
1082,9
1083,9
1084,9
1085,9
1086,9
1087,11
1088,9
1089,9
1090,9
1091,9
1092,9
1093,6
1094,9
1095,10
1096,10
1097,10
1098,11
1099,10
1100,10
1101,10
1102,10
1103,10
1104,10
1105,10
1106,10
1107,10
1108,10
1109,10
1110,12
1111,11
1112,12
1113,11
1114,11
1115,11
1116,11
1117,11
1118,9
1119,11
1120,11
1121,11
1122,9
1123,11
1124,11
1125,11
1126,11
1127,8
1128,9
1129,14
1130,11
1131,11
1132,8
1133,11
1134,11
1135,11
1136,11
1137,11
1138,11
1139,11
1140,9
1141,11
1142,11
1143,11
1144,11
1145,11
1146,11
1147,11
1148,11
1149,11
1150,12
1151,11
1152,11
1153,11
1154,14
1155,11
1156,12
1157,11
1158,11
1159,11
1160,11
1161,11
1162,11
1163,11
1164,11
1165,8
1166,11
1167,11
1168,14
1169,11
1170,11
1171,11
1172,11
1173,11
1174,11
1175,11
1176,11
1177,11
1178,11
1179,14
1180,11
1181,11
1182,12
1183,11
1184,11
1185,13
1186,11
1187,11
1188,11
1189,11
1190,10
1191,11
1192,10
1193,10
1194,10
1195,10
1196,10
1197,10
1198,10
1199,10
1200,7
